;client_id;gender;age;Region;account_year;Owner_account;Disponent_account;Credit_amount;Withdrawal_amount;Balance_amount;Avg_trans_permonth;Weekday_Transaction;Weekend_Transaction;collect_otherbank;remit_otherbank;others;oldage_pension;insurance_payment;negative_payment;household;payment_statement;credit_interest;loan_payment;statement_monthly;statement_transaction;statement_weekly;AutoDebit_Freq;loan_amount;loan_duration;Loan_complete_paid;Loan_complete_unpaid;Loan_Contract_running;Loan_client_debt;Years_creditcard;classic;gold;junior;Region_AvgUnemploymentRate_96;Region_AvgSalary;Region_AvgCrimeRate_96
892;941;M;64;central Bohemia;1993;1.0;0.0;3581.7731343283567;1901.5319327731072;27392.4;2493.437346175298;267;105;113.0;0.0;56.0;0.0;0.0;0.0;57.0;56.0;61.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
893;942;F;68;central Bohemia;1996;1.0;0.0;2844.706779661017;1674.0853658536591;30562.4;2194.6863980491185;102;39;25.0;30.0;0.0;30.0;0.0;0.0;25.0;25.0;28.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
894;943;M;63;central Bohemia;1996;0.0;1.0;2844.706779661017;1674.0853658536591;30562.4;2194.6863980491185;102;39;25.0;30.0;0.0;30.0;0.0;0.0;25.0;25.0;28.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
895;944;M;29;north Bohemia;1995;1.0;0.0;3076.1190000000015;1478.635051546392;20756.5;2019.8060620771305;209;85;121.0;0.0;42.0;0.0;0.0;0.0;42.0;42.0;47.0;37.0;1.0;0.0;0.0;3.0;73056.0;48.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
896;945;F;22;north Bohemia;1995;0.0;1.0;3076.1190000000015;1478.635051546392;20756.5;2019.8060620771305;209;85;121.0;0.0;42.0;0.0;0.0;0.0;42.0;42.0;47.0;37.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
897;946;M;48;south Moravia;1993;1.0;0.0;12020.690506329112;7541.21532258066;29046.4;9312.234937108244;291;115;41.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;67.0;41.0;1.0;0.0;0.0;1.0;208128.0;48.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
898;948;M;75;east Bohemia;1995;1.0;0.0;2577.3;1647.3182795698935;24632.9;2061.44601081538;113;49;32.0;36.0;0.0;36.0;0.0;0.0;32.0;31.0;32.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
899;949;M;23;central Bohemia;1997;1.0;0.0;2088.228947368421;915.221212121212;18948.1;1297.6417923280421;76;28;34.0;16.0;11.0;0.0;11.0;0.0;12.0;11.0;16.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
900;950;F;34;north Moravia;1993;1.0;0.0;1738.2772413793105;660.9494318181825;19396.2;985.2630638589458;350;147;204.0;72.0;0.0;0.0;0.0;0.0;0.0;67.0;72.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
901;951;M;39;north Moravia;1993;0.0;1.0;1738.2772413793105;660.9494318181825;19396.2;985.2630638589458;350;147;204.0;72.0;0.0;0.0;0.0;0.0;0.0;67.0;72.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
902;952;F;48;south Moravia;1997;1.0;0.0;1686.2324324324322;806.3454545454545;18041.7;1162.2579088966588;64;28;30.0;20.0;0.0;0.0;0.0;0.0;0.0;15.0;16.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
903;953;M;62;west Bohemia;1995;1.0;0.0;2888.100793650794;2058.608571428572;75695.3;2472.7486024398945;189;77;42.0;0.0;0.0;0.0;0.0;0.0;42.0;42.0;47.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
904;954;F;57;Prague;1997;1.0;0.0;5225.942105263158;9237.494736842107;23073.1;5064.031865079365;41;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;20.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.43;12541.0;99107.0
905;955;M;29;south Moravia;1996;1.0;0.0;18586.862745098042;11505.265822784806;39013.8;14571.100294867168;92;38;0.0;25.0;0.0;0.0;0.0;0.0;0.0;20.0;25.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
906;956;M;33;Prague;1996;1.0;0.0;1938.3523809523813;1155.3897959183678;49593.1;1541.5462085123481;129;53;27.0;32.0;0.0;0.0;0.0;0.0;27.0;27.0;32.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
907;957;F;58;south Moravia;1993;1.0;0.0;1685.3625000000009;2073.3333333333335;9348.3;1932.1433333333334;27;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
908;958;M;57;south Moravia;1993;0.0;1.0;1685.3625000000009;2073.3333333333335;9348.3;1932.1433333333334;27;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
909;959;F;37;central Bohemia;1997;1.0;0.0;2504.3500000000004;1472.3555555555552;32143.2;2281.1744444444444;49;21;18.0;13.0;9.0;0.0;0.0;0.0;9.0;8.0;13.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
910;960;F;42;south Bohemia;1997;1.0;0.0;3206.269230769231;1950.0750000000005;15840.1;2424.6318166786914;62;33;25.0;0.0;12.0;0.0;0.0;0.0;13.0;12.0;17.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
911;961;F;68;south Bohemia;1994;1.0;0.0;2847.3989247311833;1495.8897959183685;44912.1;2018.818765236312;170;70;43.0;48.0;0.0;48.0;0.0;0.0;43.0;43.0;44.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
912;962;M;33;south Bohemia;1995;1.0;0.0;13963.552688172042;11378.86460176991;12798.7;12204.422038343604;145;61;0.0;0.0;0.0;0.0;0.0;6.0;0.0;32.0;37.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
913;963;F;33;south Moravia;1996;1.0;0.0;4413.974358974359;2005.760294117648;71506.3;2907.9014820868847;149;65;60.0;0.0;30.0;0.0;0.0;0.0;30.0;29.0;34.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
914;964;F;46;central Bohemia;1996;1.0;0.0;7633.803508771927;6451.468181818181;9329.8;6915.113004171754;86;37;0.0;25.0;0.0;0.0;0.0;1.0;0.0;20.0;25.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
915;965;F;27;central Bohemia;1996;1.0;0.0;1868.4591836734694;1148.295238095238;19211.9;1476.496527777778;75;37;22.0;26.0;0.0;0.0;0.0;0.0;22.0;21.0;22.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
916;966;M;21;central Bohemia;1996;0.0;1.0;1868.4591836734694;1148.295238095238;19211.9;1476.496527777778;75;37;22.0;26.0;0.0;0.0;0.0;0.0;22.0;21.0;22.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
917;967;M;20;north Moravia;1995;1.0;0.0;9886.111214953273;7128.326388888889;31334.6;8289.315976719825;177;74;38.0;42.0;0.0;0.0;0.0;0.0;38.0;37.0;42.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5.697272727272727;9049.181818181818;6174.272727272727
918;968;M;42;north Moravia;1995;1.0;0.0;5539.016406250001;4296.760759493668;30105.4;4827.53057277636;194;92;31.0;0.0;0.0;0.0;0.0;10.0;37.0;37.0;84.0;31.0;1.0;0.0;0.0;1.0;215616.0;48.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
919;970;M;42;north Bohemia;1995;1.0;0.0;10688.583333333334;6082.254999999996;39707.2;7873.2058106762515;133;59;31.0;0.0;0.0;0.0;0.0;0.0;31.0;31.0;35.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
920;971;F;80;east Bohemia;1995;1.0;0.0;2408.6350649350647;1435.1833333333343;30465.1;1850.4114469524927;132;53;33.0;38.0;0.0;38.0;0.0;0.0;33.0;33.0;38.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
921;972;M;82;east Bohemia;1995;0.0;1.0;2408.6350649350647;1435.1833333333343;30465.1;1850.4114469524927;132;53;33.0;38.0;0.0;38.0;0.0;0.0;33.0;33.0;38.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
922;973;F;29;south Bohemia;1997;1.0;0.0;16067.822222222225;9673.333333333334;56081.6;12459.22247113997;63;27;0.0;17.0;0.0;0.0;0.0;0.0;0.0;12.0;17.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
923;974;M;36;south Bohemia;1997;0.0;1.0;16067.822222222225;9673.333333333334;56081.6;12459.22247113997;63;27;0.0;17.0;0.0;0.0;0.0;0.0;0.0;12.0;17.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
924;975;F;40;Prague;1996;1.0;0.0;10333.776271186442;5865.712244897957;34853.0;7576.86332167832;108;49;23.0;0.0;0.0;0.0;0.0;0.0;23.0;23.0;28.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
925;976;F;44;south Bohemia;1993;1.0;0.0;6314.961935483869;3981.113924050629;35295.5;4847.122930083691;278;114;12.0;71.0;0.0;0.0;0.0;0.0;0.0;66.0;71.0;12.0;1.0;0.0;0.0;1.0;24312.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
926;977;F;73;north Moravia;1996;1.0;0.0;3368.269090909091;1657.9128712871293;17805.6;2233.7578538128537;113;43;45.0;27.0;22.0;27.0;0.0;0.0;23.0;22.0;27.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
927;978;F;31;south Moravia;1993;1.0;0.0;1533.0023999999994;938.0342245989314;16212.6;1213.1440404251543;228;84;59.0;64.0;0.0;0.0;0.0;0.0;0.0;59.0;60.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
928;979;M;33;south Moravia;1993;0.0;1.0;1533.0023999999994;938.0342245989314;16212.6;1213.1440404251543;228;84;59.0;64.0;0.0;0.0;0.0;0.0;0.0;59.0;60.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
929;980;M;38;north Bohemia;1993;1.0;0.0;15441.806010928956;8789.978064516132;100958.1;11255.714352763584;353;140;83.0;0.0;0.0;0.0;0.0;0.0;59.0;59.0;65.0;24.0;1.0;0.0;0.0;2.0;48624.0;24.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
930;981;M;39;central Bohemia;1994;1.0;0.0;11590.699130434783;5242.984552845529;43156.1;7286.303475859014;252;109;99.0;0.0;0.0;0.0;0.0;0.0;53.0;52.0;57.0;46.0;1.0;0.0;0.0;2.0;538500.0;60.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
931;984;M;50;south Bohemia;1995;1.0;0.0;10280.154945054945;7103.978861788613;61704.6;8650.411482109937;146;68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;44.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.81375;8831.5;2271.625
932;985;F;52;south Bohemia;1995;0.0;1.0;10280.154945054945;7103.978861788613;61704.6;8650.411482109937;146;68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;44.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
933;986;M;44;north Moravia;1995;1.0;0.0;6080.630681818182;3012.069230769229;65212.5;4133.127272986177;174;70;66.0;0.0;33.0;0.0;0.0;0.0;33.0;33.0;38.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
934;987;M;47;south Moravia;1996;1.0;0.0;2072.500000000001;961.193055555556;21170.6;1361.1838902301402;154;67;58.0;33.0;29.0;0.0;0.0;0.0;29.0;28.0;33.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
935;988;F;60;north Bohemia;1996;1.0;0.0;3441.4763636363646;2264.417142857144;30771.9;2752.110406468531;90;35;22.0;27.0;0.0;27.0;0.0;0.0;22.0;22.0;27.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
936;989;M;66;north Bohemia;1996;0.0;1.0;3441.4763636363646;2264.417142857144;30771.9;2752.110406468531;90;35;22.0;27.0;0.0;27.0;0.0;0.0;22.0;22.0;27.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
937;990;M;38;north Moravia;1997;1.0;0.0;1897.9592592592587;583.0222222222221;25008.9;1231.8610615079365;50;22;30.0;15.0;10.0;0.0;10.0;0.0;10.0;10.0;11.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
938;991;M;58;north Bohemia;1996;1.0;0.0;4253.739240506328;2791.8495049504954;54068.3;3472.768939928536;126;54;28.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;33.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
939;992;M;51;south Bohemia;1996;1.0;0.0;7610.282926829268;4281.576470588232;41748.4;5590.809373781677;152;66;41.0;0.0;0.0;0.0;0.0;0.0;29.0;29.0;34.0;12.0;1.0;0.0;0.0;2.0;53076.0;12.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.81375;8831.5;2271.625
940;993;F;30;east Bohemia;1996;1.0;0.0;4497.049152542372;2007.5516666666674;24419.6;2829.3295829531307;125;54;68.0;0.0;23.0;0.0;23.0;0.0;22.0;22.0;27.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
941;994;M;28;north Bohemia;1996;1.0;0.0;1828.349230769231;1045.1558139534886;28959.1;1432.4102306952307;107;44;30.0;34.0;0.0;0.0;0.0;0.0;30.0;29.0;30.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
942;995;F;26;north Bohemia;1996;0.0;1.0;1828.349230769231;1045.1558139534886;28959.1;1432.4102306952307;107;44;30.0;34.0;0.0;0.0;0.0;0.0;30.0;29.0;30.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
943;996;F;19;Prague;1997;1.0;0.0;6768.6359999999995;4480.828169014085;20292.9;5470.313609168609;85;36;18.0;0.0;0.0;0.0;0.0;0.0;18.0;18.0;23.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.43;12541.0;99107.0
944;997;M;49;south Moravia;1996;1.0;0.0;1615.9358490566033;1025.030188679245;31317.7;1329.9572774216524;73;33;22.0;26.0;0.0;0.0;0.0;0.0;22.0;21.0;26.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
945;998;F;46;south Moravia;1996;0.0;1.0;1615.9358490566033;1025.030188679245;31317.7;1329.9572774216524;73;33;22.0;26.0;0.0;0.0;0.0;0.0;22.0;21.0;26.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
946;999;F;33;north Moravia;1993;1.0;0.0;9024.826760563381;6954.028409090909;57616.0;7839.040852423675;233;85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;70.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
947;1000;M;38;north Moravia;1993;0.0;1.0;9024.826760563381;6954.028409090909;57616.0;7839.040852423675;233;85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;70.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
948;1001;M;52;east Bohemia;1996;1.0;0.0;1868.9999999999993;1218.346875;17344.6;1511.2696085858588;79;36;23.0;27.0;0.0;0.0;0.0;0.0;23.0;22.0;23.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
949;1002;F;55;east Bohemia;1996;1.0;0.0;1721.1355932203392;991.7421686746989;19232.1;1332.8782365319864;94;48;27.0;31.0;0.0;0.0;0.0;0.0;27.0;26.0;27.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
950;1003;F;62;west Bohemia;1996;1.0;0.0;2962.7999999999997;1908.1710144927542;28327.2;2361.4553606578606;81;42;24.0;28.0;0.0;28.0;0.0;0.0;24.0;23.0;25.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
951;1004;M;42;central Bohemia;1997;1.0;0.0;2070.0142857142855;1544.7590909090904;18971.1;1793.4578935185184;60;26;15.0;19.0;0.0;0.0;0.0;0.0;15.0;14.0;19.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
952;1006;F;57;east Bohemia;1996;1.0;0.0;3913.1951612903226;1903.9745098039227;48412.4;2673.665801843084;120;44;50.0;0.0;25.0;0.0;0.0;0.0;25.0;24.0;29.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
953;1007;M;61;east Bohemia;1996;0.0;1.0;3913.1951612903226;1903.9745098039227;48412.4;2673.665801843084;120;44;50.0;0.0;25.0;0.0;0.0;0.0;25.0;24.0;29.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
954;1008;M;43;central Bohemia;1993;1.0;0.0;11498.99069767442;6044.290295358653;50872.8;8070.621330647624;261;105;59.0;0.0;0.0;0.0;0.0;0.0;59.0;58.0;63.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
955;1009;F;37;north Bohemia;1993;1.0;0.0;1687.5684210526315;1996.6666666666667;4227.3;1811.3595238095238;50;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
956;1010;M;44;north Bohemia;1993;0.0;1.0;1687.5684210526315;1996.6666666666667;4227.3;1811.3595238095238;50;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
957;1011;M;60;south Bohemia;1995;1.0;0.0;13194.445833333333;7591.362025316454;67231.5;9672.784868097304;183;71;43.0;0.0;0.0;0.0;0.0;0.0;43.0;42.0;47.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.81375;8831.5;2271.625
958;1012;F;33;north Moravia;1996;1.0;0.0;13205.533333333333;7251.430769230766;62764.2;9488.79947053287;130;56;29.0;0.0;0.0;0.0;0.0;0.0;29.0;29.0;34.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
959;1013;M;26;north Moravia;1996;0.0;1.0;13205.533333333333;7251.430769230766;62764.2;9488.79947053287;130;56;29.0;0.0;0.0;0.0;0.0;0.0;29.0;29.0;34.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
960;1014;M;68;Prague;1993;1.0;0.0;2931.1872000000008;1570.6999999999998;42834.4;2112.7052292079165;236;95;58.0;62.0;0.0;62.0;0.0;0.0;58.0;57.0;62.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
961;1015;M;65;south Moravia;1995;1.0;0.0;2470.2857142857138;1815.0175438596505;17883.6;2103.068834663251;144;61;41.0;45.0;0.0;45.0;0.0;0.0;41.0;40.0;45.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
962;1016;F;59;south Moravia;1995;0.0;1.0;2470.2857142857138;1815.0175438596505;17883.6;2103.068834663251;144;61;41.0;45.0;0.0;45.0;0.0;0.0;41.0;40.0;45.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
963;1017;F;56;central Bohemia;1997;1.0;0.0;1672.4183673469388;742.2909090909089;16626.8;1134.4066349969473;92;45;49.0;21.0;17.0;0.0;16.0;0.0;16.0;16.0;21.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
964;1018;M;54;south Moravia;1994;1.0;0.0;25352.05132743363;10698.597709923675;61749.0;15005.356590648726;270;105;104.0;56.0;52.0;0.0;0.0;0.0;52.0;51.0;56.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
965;1019;F;53;south Bohemia;1997;1.0;0.0;13050.752;8161.619354838711;73258.5;10697.246944444445;40;16;8.0;0.0;0.0;0.0;0.0;0.0;8.0;7.0;12.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.81375;8831.5;2271.625
966;1020;F;22;north Moravia;1996;1.0;0.0;15116.357142857145;10438.134351145038;114007.2;11829.746786613694;163;66;24.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;34.0;24.0;1.0;0.0;0.0;1.0;187104.0;24.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
967;1021;M;22;central Bohemia;1996;1.0;0.0;2816.1337209302324;3055.7442622950834;55786.8;2831.4523238335737;96;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;29.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
968;1022;M;59;west Bohemia;1996;1.0;0.0;4601.320833333334;1973.0357142857151;55070.0;2839.4476466415704;152;60;77.0;0.0;25.0;0.0;26.0;0.0;26.0;25.0;30.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
